group,label,precision,operation,domain,domain_role,samples,primary_competitor,primary_competitor_supported,fltx_worst_bits,fltx_mean_bits,fltx_domain_score,fltx_inf_nan_correct,competitor_worst_bits,competitor_mean_bits,competitor_domain_score,competitor_inf_nan_correct,precision_gap_bits,domain_gap_pp,fltx_ns_iter,competitor_ns_iter,speed_ratio,preferred_reference,preferred_mean_gap_bits,preferred_worst_gap_bits,preferred_domain_gap_pp,preferred_speed_ratio,qdpp (qd_real)_supported,qdpp (qd_real)_worst_bits,qdpp (qd_real)_mean_bits,qdpp (qd_real)_domain_score,qdpp (qd_real)_inf_nan_correct,qdpp (qd_real)_gap_bits,qdpp (qd_real)_domain_gap_pp,qdpp (qd_real)_ns_iter,qdpp (qd_real)_speed_ratio
f256 <-> f256,add,f256,add,primary,primary,209,boost::multiprecision::mpfr_float_backend<64>,yes,215.351,259.338,100,Yes,153.119,224.36,100,Yes,62.2318,0,12.5723,63.5845,5.05749,qdpp (qd_real),0,0,0,2.00522,yes,215.351,259.338,100,No,0,0,25.2104,2.00522
f256 <-> f256,subtract,f256,subtract,primary,primary,209,boost::multiprecision::mpfr_float_backend<64>,yes,215.533,259.008,100,Yes,153.759,226.925,100,Yes,61.7736,0,12.8368,64.3507,5.01297,qdpp (qd_real),0,0,0,1.94443,yes,215.533,259.008,100,No,0,0,24.9603,1.94443
f256 <-> f256,multiply,f256,multiply,primary,primary,209,boost::multiprecision::mpfr_float_backend<64>,yes,215.21,250.493,100,Yes,212.896,245.982,100,Yes,2.31408,0,18.8919,78.3592,4.14778,qdpp (qd_real),0,0,0,2.30474,yes,215.21,250.493,100,No,0,0,43.5409,2.30474
f256 <-> f256,divide,f256,divide,primary,primary,209,boost::multiprecision::mpfr_float_backend<64>,yes,215.233,234.298,100,Yes,213.204,227.513,100,Yes,2.02889,0,74.0596,106.349,1.436,boost::multiprecision::mpfr_float_backend<64>,6.78521,2.02889,0,1.436,yes,214.829,233.944,100,No,0.403923,0,305.838,4.12962
Mixed Workloads,affine trig transform,f256,affine transform,mixed,stress,28,boost::multiprecision::mpfr_float_backend<64>,yes,217.111,217.208,100,-,214.628,215.967,100,-,2.48274,0,1320.98,7887.64,5.97107,qdpp (qd_real),-0.919407,0.36251,0,3.43026,yes,216.748,218.127,100,-,0.36251,0,4531.29,3.43026
Mixed Workloads,mandelbrot kernel,f256,mandelbrot,mixed,stress,3072,boost::multiprecision::mpfr_float_backend<64>,yes,exact,320,100,-,exact,320,100,-,0,0,141.344,549.814,3.88988,qdpp (qd_real),0,0,0,1.63235,yes,exact,320,100,-,0,0,230.723,1.63235
Mixed Workloads,mixed arithmetic,f256,mixed arithmetic,mixed,stress,196,boost::multiprecision::mpfr_float_backend<64>,yes,210.553,217.709,99.9046,-,207.626,213.954,99.6266,-,2.92717,0.277962,415.106,2508.82,6.04381,qdpp (qd_real),0.471644,0.583701,0.0403278,3.59253,yes,209.969,217.238,99.8643,-,0.583701,0.0403278,1491.28,3.59253
IO,"to_string(big-dec, 15, default)",f256,"to_string(big-dec, 15, default)",io,primary,1000,boost::multiprecision::mpfr_float_backend<64>,yes,exact,320,100,-,exact,320,100,-,0,0,304.175,502.675,1.65258,boost::multiprecision::mpfr_float_backend<64>,0,0,0,1.65258,no,-,-,-,-,-,-,-,-
IO,"to_string(big-dec, 15, fixed)",f256,"to_string(big-dec, 15, fixed)",io,primary,1000,boost::multiprecision::mpfr_float_backend<64>,yes,exact,320,100,-,exact,320,100,-,0,0,691.825,865.4,1.25089,boost::multiprecision::mpfr_float_backend<64>,0,0,0,1.25089,yes,exact,320,100,-,0,0,17309.8,25.0206
IO,"to_string(big-dec, 15, hexfloat)",f256,"to_string(big-dec, 15, hexfloat)",io,primary,1000,boost::multiprecision::mpfr_float_backend<64>,no,exact,320,100,-,-,-,-,-,-,-,362.425,-,-,-,-,-,-,-,no,-,-,-,-,-,-,-,-
IO,"to_string(big-dec, 15, scientific)",f256,"to_string(big-dec, 15, scientific)",io,primary,1000,boost::multiprecision::mpfr_float_backend<64>,yes,exact,320,100,-,exact,320,100,-,0,0,401.025,514.1,1.28196,boost::multiprecision::mpfr_float_backend<64>,0,0,0,1.28196,yes,exact,320,100,-,0,0,1567.38,3.90842
IO,"to_string(big-dec, 31, default)",f256,"to_string(big-dec, 31, default)",io,primary,1000,boost::multiprecision::mpfr_float_backend<64>,yes,exact,320,100,-,exact,320,100,-,0,0,358.1,553.6,1.54594,boost::multiprecision::mpfr_float_backend<64>,0,0,0,1.54594,no,-,-,-,-,-,-,-,-
IO,"to_string(big-dec, 31, fixed)",f256,"to_string(big-dec, 31, fixed)",io,primary,1000,boost::multiprecision::mpfr_float_backend<64>,yes,exact,320,100,-,exact,320,100,-,0,0,998.8,980.025,0.981202,boost::multiprecision::mpfr_float_backend<64>,0,0,0,0.981202,yes,exact,320,100,-,0,0,17126.3,17.1469
IO,"to_string(big-dec, 31, hexfloat)",f256,"to_string(big-dec, 31, hexfloat)",io,primary,1000,boost::multiprecision::mpfr_float_backend<64>,no,exact,320,100,-,-,-,-,-,-,-,365.525,-,-,-,-,-,-,-,no,-,-,-,-,-,-,-,-
IO,"to_string(big-dec, 31, scientific)",f256,"to_string(big-dec, 31, scientific)",io,primary,1000,boost::multiprecision::mpfr_float_backend<64>,yes,exact,320,100,-,exact,320,100,-,0,0,280.3,604.6,2.15697,boost::multiprecision::mpfr_float_backend<64>,0,0,0,2.15697,yes,104.286,319.569,89.7876,-,exact,10.2124,2478.97,8.84401
IO,"to_string(big-dec, 63, default)",f256,"to_string(big-dec, 63, default)",io,primary,1000,boost::multiprecision::mpfr_float_backend<64>,yes,exact,320,100,-,exact,320,100,-,0,0,517.175,614.075,1.18736,boost::multiprecision::mpfr_float_backend<64>,0,0,0,1.18736,no,-,-,-,-,-,-,-,-
IO,"to_string(big-dec, 63, fixed)",f256,"to_string(big-dec, 63, fixed)",io,primary,1000,boost::multiprecision::mpfr_float_backend<64>,yes,exact,320,100,-,exact,320,100,-,0,0,1418.92,1107.95,0.780838,boost::multiprecision::mpfr_float_backend<64>,0,0,0,0.780838,yes,215.02,219.625,100,-,exact,0,17375.5,12.2456
IO,"to_string(big-dec, 63, hexfloat)",f256,"to_string(big-dec, 63, hexfloat)",io,primary,1000,boost::multiprecision::mpfr_float_backend<64>,no,exact,320,100,-,-,-,-,-,-,-,360.8,-,-,-,-,-,-,-,no,-,-,-,-,-,-,-,-
IO,"to_string(big-dec, 63, scientific)",f256,"to_string(big-dec, 63, scientific)",io,primary,1000,boost::multiprecision::mpfr_float_backend<64>,yes,exact,320,100,-,exact,320,100,-,0,0,347.475,664.325,1.91186,boost::multiprecision::mpfr_float_backend<64>,0,0,0,1.91186,yes,211.271,319.783,99.9311,-,exact,0.06894,4338.77,12.4866
IO,"to_string(brute-huge, rand, default)",f256,"to_string(brute-huge, rand, default)",io,primary,1000,boost::multiprecision::mpfr_float_backend<64>,yes,0,313.6,49,-,0,313.6,49,-,0,0,714.925,881.625,1.23317,boost::multiprecision::mpfr_float_backend<64>,0,0,0,1.23317,no,-,-,-,-,-,-,-,-
IO,"to_string(brute-huge, rand, fixed)",f256,"to_string(brute-huge, rand, fixed)",io,primary,1000,boost::multiprecision::mpfr_float_backend<64>,yes,exact,320,100,-,exact,320,100,-,0,0,977.65,1314.4,1.34445,boost::multiprecision::mpfr_float_backend<64>,0,0,0,1.34445,no,-,-,-,-,-,-,-,-
IO,"to_string(brute-huge, rand, hexfloat)",f256,"to_string(brute-huge, rand, hexfloat)",io,primary,1000,boost::multiprecision::mpfr_float_backend<64>,no,exact,320,100,-,-,-,-,-,-,-,306.925,-,-,-,-,-,-,-,no,-,-,-,-,-,-,-,-
IO,"to_string(brute-huge, rand, scientific)",f256,"to_string(brute-huge, rand, scientific)",io,primary,1000,boost::multiprecision::mpfr_float_backend<64>,yes,0,315.52,49.3,-,0,315.52,49.3,-,0,0,682.6,729.825,1.06918,boost::multiprecision::mpfr_float_backend<64>,0,0,0,1.06918,yes,0,308.167,48.1771,-,0,1.12295,2884.4,4.22561
IO,"to_string(brute-med, rand, default)",f256,"to_string(brute-med, rand, default)",io,primary,1000,boost::multiprecision::mpfr_float_backend<64>,yes,0,315.2,49.25,-,0,315.2,49.25,-,0,0,448.9,678.35,1.51114,boost::multiprecision::mpfr_float_backend<64>,0,0,0,1.51114,no,-,-,-,-,-,-,-,-
IO,"to_string(brute-med, rand, fixed)",f256,"to_string(brute-med, rand, fixed)",io,primary,1000,boost::multiprecision::mpfr_float_backend<64>,yes,13.5543,318.17,81,-,exact,320,100,-,-exact,-19,936.3,1031.65,1.10184,boost::multiprecision::mpfr_float_backend<64>,-exact,-306.446,-19,1.10184,yes,-0,317.858,79.95,-,13.5543,1.04996,16886.7,18.0356
IO,"to_string(brute-med, rand, hexfloat)",f256,"to_string(brute-med, rand, hexfloat)",io,primary,1000,boost::multiprecision::mpfr_float_backend<64>,no,exact,320,100,-,-,-,-,-,-,-,263.6,-,-,-,-,-,-,-,no,-,-,-,-,-,-,-,-
IO,"to_string(brute-med, rand, scientific)",f256,"to_string(brute-med, rand, scientific)",io,primary,1000,boost::multiprecision::mpfr_float_backend<64>,yes,0,313.28,48.95,-,0,313.28,48.95,-,0,0,327.075,648.45,1.98257,boost::multiprecision::mpfr_float_backend<64>,0,0,0,1.98257,yes,0,313.114,48.9364,-,0,0.0136045,2608.47,7.97516
IO,"to_string(brute-tiny, rand, default)",f256,"to_string(brute-tiny, rand, default)",io,primary,1000,boost::multiprecision::mpfr_float_backend<64>,yes,0,317.44,79.6,-,0,317.44,79.6,-,0,0,465.3,679.175,1.45965,boost::multiprecision::mpfr_float_backend<64>,0,0,0,1.45965,no,-,-,-,-,-,-,-,-
IO,"to_string(brute-tiny, rand, fixed)",f256,"to_string(brute-tiny, rand, fixed)",io,primary,1000,boost::multiprecision::mpfr_float_backend<64>,yes,1.58496,319.371,80.052,-,exact,320,100,-,-exact,-19.948,903.4,1051.55,1.16399,boost::multiprecision::mpfr_float_backend<64>,-exact,-318.415,-19.948,1.16399,yes,-0,318.193,79.75,-,1.58496,0.302028,17166.9,19.0025
IO,"to_string(brute-tiny, rand, hexfloat)",f256,"to_string(brute-tiny, rand, hexfloat)",io,primary,1000,boost::multiprecision::mpfr_float_backend<64>,no,exact,320,100,-,-,-,-,-,-,-,268.225,-,-,-,-,-,-,-,no,-,-,-,-,-,-,-,-
IO,"to_string(brute-tiny, rand, scientific)",f256,"to_string(brute-tiny, rand, scientific)",io,primary,1000,boost::multiprecision::mpfr_float_backend<64>,yes,0,314.24,49.1,-,0,314.24,49.1,-,0,0,329.5,649.075,1.96988,boost::multiprecision::mpfr_float_backend<64>,0,0,0,1.96988,yes,0,314.24,49.1,-,0,0,2499.53,7.58581
IO,"to_string(high-prec, 15, default)",f256,"to_string(high-prec, 15, default)",io,primary,1000,boost::multiprecision::mpfr_float_backend<64>,yes,exact,320,100,-,exact,320,100,-,0,0,372.9,516.675,1.38556,boost::multiprecision::mpfr_float_backend<64>,0,0,0,1.38556,no,-,-,-,-,-,-,-,-
IO,"to_string(high-prec, 15, fixed)",f256,"to_string(high-prec, 15, fixed)",io,primary,1000,boost::multiprecision::mpfr_float_backend<64>,yes,exact,320,100,-,exact,320,100,-,0,0,603.825,822,1.36132,boost::multiprecision::mpfr_float_backend<64>,0,0,0,1.36132,yes,exact,320,100,-,0,0,17307.2,28.6625
IO,"to_string(high-prec, 15, hexfloat)",f256,"to_string(high-prec, 15, hexfloat)",io,primary,1000,boost::multiprecision::mpfr_float_backend<64>,no,exact,320,100,-,-,-,-,-,-,-,369.275,-,-,-,-,-,-,-,no,-,-,-,-,-,-,-,-
IO,"to_string(high-prec, 15, scientific)",f256,"to_string(high-prec, 15, scientific)",io,primary,1000,boost::multiprecision::mpfr_float_backend<64>,yes,exact,320,100,-,exact,320,100,-,0,0,275.625,555.3,2.01469,boost::multiprecision::mpfr_float_backend<64>,0,0,0,2.01469,yes,exact,320,100,-,0,0,1606.92,5.83011
IO,"to_string(high-prec, 31, default)",f256,"to_string(high-prec, 31, default)",io,primary,1000,boost::multiprecision::mpfr_float_backend<64>,yes,exact,320,100,-,exact,320,100,-,0,0,442.5,592.625,1.33927,boost::multiprecision::mpfr_float_backend<64>,0,0,0,1.33927,no,-,-,-,-,-,-,-,-
IO,"to_string(high-prec, 31, fixed)",f256,"to_string(high-prec, 31, fixed)",io,primary,1000,boost::multiprecision::mpfr_float_backend<64>,yes,exact,320,100,-,exact,320,100,-,0,0,924.525,897.625,0.970904,boost::multiprecision::mpfr_float_backend<64>,0,0,0,0.970904,yes,exact,320,100,-,0,0,17388.2,18.8077
IO,"to_string(high-prec, 31, hexfloat)",f256,"to_string(high-prec, 31, hexfloat)",io,primary,1000,boost::multiprecision::mpfr_float_backend<64>,no,exact,320,100,-,-,-,-,-,-,-,369.775,-,-,-,-,-,-,-,no,-,-,-,-,-,-,-,-
IO,"to_string(high-prec, 31, scientific)",f256,"to_string(high-prec, 31, scientific)",io,primary,1000,boost::multiprecision::mpfr_float_backend<64>,yes,exact,320,100,-,exact,320,100,-,0,0,300.5,630.35,2.09767,boost::multiprecision::mpfr_float_backend<64>,0,0,0,2.09767,yes,exact,320,100,-,0,0,2518.22,8.38012
IO,"to_string(high-prec, 63, default)",f256,"to_string(high-prec, 63, default)",io,primary,1000,boost::multiprecision::mpfr_float_backend<64>,yes,exact,320,100,-,exact,320,100,-,0,0,617.275,656.75,1.06395,boost::multiprecision::mpfr_float_backend<64>,0,0,0,1.06395,no,-,-,-,-,-,-,-,-
IO,"to_string(high-prec, 63, fixed)",f256,"to_string(high-prec, 63, fixed)",io,primary,1000,boost::multiprecision::mpfr_float_backend<64>,yes,exact,320,100,-,exact,320,100,-,0,0,1423.17,1042.78,0.73271,boost::multiprecision::mpfr_float_backend<64>,0,0,0,0.73271,yes,208.057,319.555,99.6249,-,exact,0.37505,17558.2,12.3373
IO,"to_string(high-prec, 63, hexfloat)",f256,"to_string(high-prec, 63, hexfloat)",io,primary,1000,boost::multiprecision::mpfr_float_backend<64>,no,exact,320,100,-,-,-,-,-,-,-,371.6,-,-,-,-,-,-,-,no,-,-,-,-,-,-,-,-
IO,"to_string(high-prec, 63, scientific)",f256,"to_string(high-prec, 63, scientific)",io,primary,1000,boost::multiprecision::mpfr_float_backend<64>,yes,exact,320,100,-,exact,320,100,-,0,0,382.525,690.175,1.80426,boost::multiprecision::mpfr_float_backend<64>,0,0,0,1.80426,yes,211.638,319.461,99.9658,-,exact,0.0342134,4378.1,11.4453
IO,"to_string(huge, 15, default)",f256,"to_string(huge, 15, default)",io,primary,1000,boost::multiprecision::mpfr_float_backend<64>,yes,exact,320,100,-,exact,320,100,-,0,0,306.825,551.925,1.79883,boost::multiprecision::mpfr_float_backend<64>,0,0,0,1.79883,no,-,-,-,-,-,-,-,-
IO,"to_string(huge, 15, fixed)",f256,"to_string(huge, 15, fixed)",io,primary,1000,boost::multiprecision::mpfr_float_backend<64>,yes,exact,320,100,-,exact,320,100,-,0,0,632.45,959.65,1.51735,boost::multiprecision::mpfr_float_backend<64>,0,0,0,1.51735,yes,exact,320,100,-,0,0,17386.2,27.4903
IO,"to_string(huge, 15, hexfloat)",f256,"to_string(huge, 15, hexfloat)",io,primary,1000,boost::multiprecision::mpfr_float_backend<64>,no,exact,320,100,-,-,-,-,-,-,-,349.4,-,-,-,-,-,-,-,no,-,-,-,-,-,-,-,-
IO,"to_string(huge, 15, scientific)",f256,"to_string(huge, 15, scientific)",io,primary,1000,boost::multiprecision::mpfr_float_backend<64>,yes,exact,320,100,-,exact,320,100,-,0,0,631.8,549.325,0.86946,boost::multiprecision::mpfr_float_backend<64>,0,0,0,0.86946,yes,exact,320,100,-,0,0,1635.72,2.58899
IO,"to_string(huge, 31, default)",f256,"to_string(huge, 31, default)",io,primary,1000,boost::multiprecision::mpfr_float_backend<64>,yes,exact,320,100,-,exact,320,100,-,0,0,329.875,542.875,1.6457,boost::multiprecision::mpfr_float_backend<64>,0,0,0,1.6457,no,-,-,-,-,-,-,-,-
IO,"to_string(huge, 31, fixed)",f256,"to_string(huge, 31, fixed)",io,primary,1000,boost::multiprecision::mpfr_float_backend<64>,yes,exact,320,100,-,exact,320,100,-,0,0,801.75,949.1,1.18379,boost::multiprecision::mpfr_float_backend<64>,0,0,0,1.18379,yes,exact,320,100,-,0,0,17404.8,21.7085
IO,"to_string(huge, 31, hexfloat)",f256,"to_string(huge, 31, hexfloat)",io,primary,1000,boost::multiprecision::mpfr_float_backend<64>,no,exact,320,100,-,-,-,-,-,-,-,342.225,-,-,-,-,-,-,-,no,-,-,-,-,-,-,-,-
IO,"to_string(huge, 31, scientific)",f256,"to_string(huge, 31, scientific)",io,primary,1000,boost::multiprecision::mpfr_float_backend<64>,yes,exact,320,100,-,exact,320,100,-,0,0,279.2,587.95,2.10584,boost::multiprecision::mpfr_float_backend<64>,0,0,0,2.10584,yes,105.409,319.785,89.9191,-,exact,10.0809,2525.93,9.04701
IO,"to_string(huge, 63, default)",f256,"to_string(huge, 63, default)",io,primary,1000,boost::multiprecision::mpfr_float_backend<64>,yes,exact,320,100,-,exact,320,100,-,0,0,488.35,603.275,1.23533,boost::multiprecision::mpfr_float_backend<64>,0,0,0,1.23533,no,-,-,-,-,-,-,-,-
IO,"to_string(huge, 63, fixed)",f256,"to_string(huge, 63, fixed)",io,primary,1000,boost::multiprecision::mpfr_float_backend<64>,yes,exact,320,100,-,exact,320,100,-,0,0,1066.88,1089.78,1.02146,boost::multiprecision::mpfr_float_backend<64>,0,0,0,1.02146,yes,215.187,219.586,100,-,exact,0,17558.2,16.4576
IO,"to_string(huge, 63, hexfloat)",f256,"to_string(huge, 63, hexfloat)",io,primary,1000,boost::multiprecision::mpfr_float_backend<64>,no,exact,320,100,-,-,-,-,-,-,-,347.2,-,-,-,-,-,-,-,no,-,-,-,-,-,-,-,-
IO,"to_string(huge, 63, scientific)",f256,"to_string(huge, 63, scientific)",io,primary,1000,boost::multiprecision::mpfr_float_backend<64>,yes,exact,320,100,-,exact,320,100,-,0,0,351.5,660.65,1.87952,boost::multiprecision::mpfr_float_backend<64>,0,0,0,1.87952,yes,211.318,319.675,99.9354,-,exact,0.0645929,4443.18,12.6406
IO,"to_string(large-exp, 15, default)",f256,"to_string(large-exp, 15, default)",io,primary,1000,boost::multiprecision::mpfr_float_backend<64>,yes,exact,320,100,-,exact,320,100,-,0,0,407.6,590.525,1.44879,boost::multiprecision::mpfr_float_backend<64>,0,0,0,1.44879,no,-,-,-,-,-,-,-,-
