group,label,precision,operation,domain,domain_role,samples,primary_competitor,primary_competitor_supported,fltx_worst_bits,fltx_mean_bits,fltx_domain_score,fltx_inf_nan_correct,competitor_worst_bits,competitor_mean_bits,competitor_domain_score,competitor_inf_nan_correct,precision_gap_bits,domain_gap_pp,fltx_ns_iter,competitor_ns_iter,speed_ratio,preferred_reference,preferred_mean_gap_bits,preferred_worst_gap_bits,preferred_domain_gap_pp,preferred_speed_ratio,qdpp (dd_real)_supported,qdpp (dd_real)_worst_bits,qdpp (dd_real)_mean_bits,qdpp (dd_real)_domain_score,qdpp (dd_real)_inf_nan_correct,qdpp (dd_real)_gap_bits,qdpp (dd_real)_domain_gap_pp,qdpp (dd_real)_ns_iter,qdpp (dd_real)_speed_ratio
f128 <-> f128,add,f128,add,primary,primary,414,boost::multiprecision::cpp_double_double,yes,105.53,132.842,100,Yes,105.53,132.842,100,Yes,0,0,4.31545,4.38915,1.01708,boost::multiprecision::cpp_double_double,0,0,0,1.01708,yes,105.53,132.842,100,No,0,0,4.3212,1.00133
f128 <-> f128,subtract,f128,subtract,primary,primary,414,boost::multiprecision::cpp_double_double,yes,106.233,134.132,100,Yes,106.233,134.132,100,Yes,0,0,4.30375,4.3774,1.01711,boost::multiprecision::cpp_double_double,0,0,0,1.01711,yes,106.233,134.132,100,No,0,0,4.29845,0.998769
f128 <-> f128,multiply,f128,multiply,primary,primary,414,boost::multiprecision::cpp_double_double,yes,104.496,139.816,100,Yes,104.496,139.802,99.9039,No,0,0.0961224,4.25086,121.156,28.5015,qdpp (dd_real),0,0,0,0.99953,yes,104.496,139.816,100,No,0,0,4.24886,0.99953
f128 <-> f128,divide,f128,divide,primary,primary,414,boost::multiprecision::cpp_double_double,yes,103.574,123.764,99.8762,Yes,103.574,123.764,99.8762,No,0,0,4.2832,120.961,28.2407,qdpp (dd_real),-0.432636,-2.52582,-0.123772,3.23021,yes,106.099,124.197,100,No,-2.52582,-0.123772,13.8356,3.23021
Mixed Workloads,affine trig transform,f128,affine transform,mixed,stress,28,boost::multiprecision::cpp_double_double,yes,109.179,109.227,100,-,105.205,107.24,99.4373,-,3.97402,0.562711,133.103,15037.4,112.976,qdpp (dd_real),2.49603,4.99207,1.28303,2.37174,yes,104.187,106.731,98.717,-,4.99207,1.28303,315.686,2.37174
Mixed Workloads,mandelbrot kernel,f128,mandelbrot,mixed,stress,3072,boost::multiprecision::cpp_double_double,yes,3.41619,152.228,51.3273,-,3.54951,152.561,51.36,-,-0.133319,-0.0326876,13.2721,353.578,26.6407,qdpp (dd_real),1.83759,-0.185565,0.724835,1.1806,yes,3.60175,150.39,50.6024,-,-0.185565,0.724835,15.669,1.1806
Mixed Workloads,mixed arithmetic,f128,mixed arithmetic,mixed,stress,196,boost::multiprecision::cpp_double_double,yes,99.4338,107.795,99.1173,-,99.4338,107.795,99.1173,-,0,0,39.926,1070.44,26.8105,qdpp (dd_real),1.97331,2.99741,1.00997,2.38247,yes,96.4364,105.821,98.1073,-,2.99741,1.00997,95.1223,2.38247
IO,"to_string(big-dec, 15, default)",f128,"to_string(big-dec, 15, default)",io,primary,1000,boost::multiprecision::cpp_double_double,yes,exact,160,100,-,exact,160,100,-,0,0,242.9,411.1,1.69247,boost::multiprecision::cpp_double_double,0,0,0,1.69247,no,-,-,-,-,-,-,-,-
IO,"to_string(big-dec, 15, fixed)",f128,"to_string(big-dec, 15, fixed)",io,primary,1000,boost::multiprecision::cpp_double_double,yes,exact,160,100,-,exact,160,100,-,0,0,141.225,475.675,3.36821,boost::multiprecision::cpp_double_double,0,0,0,3.36821,yes,102.948,159.013,99.2983,-,exact,0.701696,1387.7,9.82616
IO,"to_string(big-dec, 15, hexfloat)",f128,"to_string(big-dec, 15, hexfloat)",io,primary,1000,boost::multiprecision::cpp_double_double,no,exact,160,100,-,-,-,-,-,-,-,202.225,-,-,-,-,-,-,-,no,-,-,-,-,-,-,-,-
IO,"to_string(big-dec, 15, scientific)",f128,"to_string(big-dec, 15, scientific)",io,primary,1000,boost::multiprecision::cpp_double_double,yes,exact,160,100,-,exact,160,100,-,0,0,263.425,466.175,1.76967,qdpp (dd_real),0,0,0,1.23555,yes,exact,160,100,-,0,0,325.475,1.23555
IO,"to_string(big-dec, 31, default)",f128,"to_string(big-dec, 31, default)",io,primary,1000,boost::multiprecision::cpp_double_double,yes,exact,160,100,-,exact,160,100,-,0,0,200.525,478.7,2.38723,boost::multiprecision::cpp_double_double,0,0,0,2.38723,no,-,-,-,-,-,-,-,-
IO,"to_string(big-dec, 31, fixed)",f128,"to_string(big-dec, 31, fixed)",io,primary,1000,boost::multiprecision::cpp_double_double,yes,exact,160,100,-,exact,160,100,-,0,0,175.4,612.175,3.49017,boost::multiprecision::cpp_double_double,0,0,0,3.49017,yes,106.913,109.751,100,-,exact,0,1437.42,8.19513
IO,"to_string(big-dec, 31, hexfloat)",f128,"to_string(big-dec, 31, hexfloat)",io,primary,1000,boost::multiprecision::cpp_double_double,no,exact,160,100,-,-,-,-,-,-,-,203.725,-,-,-,-,-,-,-,no,-,-,-,-,-,-,-,-
IO,"to_string(big-dec, 31, scientific)",f128,"to_string(big-dec, 31, scientific)",io,primary,1000,boost::multiprecision::cpp_double_double,yes,exact,160,100,-,exact,160,100,-,0,0,252.025,519.8,2.06249,boost::multiprecision::cpp_double_double,0,0,0,2.06249,yes,103.082,154.825,98.9746,-,exact,1.02537,522.6,2.0736
IO,"to_string(big-dec, 7, default)",f128,"to_string(big-dec, 7, default)",io,primary,1000,boost::multiprecision::cpp_double_double,yes,exact,160,100,-,exact,160,100,-,0,0,157.4,400.6,2.54511,boost::multiprecision::cpp_double_double,0,0,0,2.54511,no,-,-,-,-,-,-,-,-
IO,"to_string(big-dec, 7, fixed)",f128,"to_string(big-dec, 7, fixed)",io,primary,1000,boost::multiprecision::cpp_double_double,yes,exact,160,100,-,exact,160,100,-,0,0,126.075,445.4,3.53282,boost::multiprecision::cpp_double_double,0,0,0,3.53282,yes,exact,160,100,-,0,0,1322.8,10.4922
IO,"to_string(big-dec, 7, hexfloat)",f128,"to_string(big-dec, 7, hexfloat)",io,primary,1000,boost::multiprecision::cpp_double_double,no,exact,160,100,-,-,-,-,-,-,-,278.125,-,-,-,-,-,-,-,no,-,-,-,-,-,-,-,-
IO,"to_string(big-dec, 7, scientific)",f128,"to_string(big-dec, 7, scientific)",io,primary,1000,boost::multiprecision::cpp_double_double,yes,exact,160,100,-,exact,160,100,-,0,0,170.2,399.175,2.34533,qdpp (dd_real),0,0,0,1.27556,yes,exact,160,100,-,0,0,217.1,1.27556
IO,"to_string(brute-huge, rand, default)",f128,"to_string(brute-huge, rand, default)",io,primary,1000,boost::multiprecision::cpp_double_double,yes,0,155.84,48.7,-,0,155.84,48.7,-,0,0,539.825,969.075,1.79517,boost::multiprecision::cpp_double_double,0,0,0,1.79517,no,-,-,-,-,-,-,-,-
IO,"to_string(brute-huge, rand, fixed)",f128,"to_string(brute-huge, rand, fixed)",io,primary,1000,boost::multiprecision::cpp_double_double,yes,exact,160,100,-,0,156.16,48.8,-,exact,51.2,352.675,793.325,2.24945,boost::multiprecision::cpp_double_double,exact,160,51.2,2.24945,no,-,-,-,-,-,-,-,-
IO,"to_string(brute-huge, rand, hexfloat)",f128,"to_string(brute-huge, rand, hexfloat)",io,primary,1000,boost::multiprecision::cpp_double_double,no,exact,160,100,-,-,-,-,-,-,-,151.225,-,-,-,-,-,-,-,no,-,-,-,-,-,-,-,-
IO,"to_string(brute-huge, rand, scientific)",f128,"to_string(brute-huge, rand, scientific)",io,primary,1000,boost::multiprecision::cpp_double_double,yes,0,153.76,48.05,-,0,153.76,48.05,-,0,0,537.75,978.55,1.81971,boost::multiprecision::cpp_double_double,0,0,0,1.81971,yes,0,150.973,47.8051,-,0,0.24494,379.325,0.705393
IO,"to_string(brute-med, rand, default)",f128,"to_string(brute-med, rand, default)",io,primary,1000,boost::multiprecision::cpp_double_double,yes,0,155.04,48.45,-,0,155.04,48.45,-,0,0,173.375,509.675,2.93973,boost::multiprecision::cpp_double_double,0,0,0,2.93973,no,-,-,-,-,-,-,-,-
IO,"to_string(brute-med, rand, fixed)",f128,"to_string(brute-med, rand, fixed)",io,primary,1000,boost::multiprecision::cpp_double_double,yes,14.793,158.847,82.4513,-,0,154.4,48.25,-,14.793,34.2013,101.275,450,4.44335,qdpp (dd_real),2.52455,14.793,2.75125,12.2236,yes,-0,156.323,79.7,-,14.793,2.75125,1237.95,12.2236
IO,"to_string(brute-med, rand, hexfloat)",f128,"to_string(brute-med, rand, hexfloat)",io,primary,1000,boost::multiprecision::cpp_double_double,no,exact,160,100,-,-,-,-,-,-,-,148.45,-,-,-,-,-,-,-,no,-,-,-,-,-,-,-,-
IO,"to_string(brute-med, rand, scientific)",f128,"to_string(brute-med, rand, scientific)",io,primary,1000,boost::multiprecision::cpp_double_double,yes,0,153.336,47.9264,-,0,153.44,47.95,-,0,-0.023612,251.7,560.875,2.22835,boost::multiprecision::cpp_double_double,-0.104057,0,-0.023612,2.22835,yes,0,153.221,47.9487,-,0,-0.022272,310.375,1.23311
IO,"to_string(brute-tiny, rand, default)",f128,"to_string(brute-tiny, rand, default)",io,primary,1000,boost::multiprecision::cpp_double_double,yes,0,156.16,48.8,-,0,156.16,48.8,-,0,0,168.775,496.6,2.94238,boost::multiprecision::cpp_double_double,0,0,0,2.94238,no,-,-,-,-,-,-,-,-
IO,"to_string(brute-tiny, rand, fixed)",f128,"to_string(brute-tiny, rand, fixed)",io,primary,1000,boost::multiprecision::cpp_double_double,yes,2,158.969,80.0693,-,0,156,48.75,-,2,31.3193,102.35,455.25,4.44797,qdpp (dd_real),0.478667,2,0.219713,12.9783,yes,-0,158.49,79.8496,-,2,0.219713,1328.33,12.9783
IO,"to_string(brute-tiny, rand, hexfloat)",f128,"to_string(brute-tiny, rand, hexfloat)",io,primary,1000,boost::multiprecision::cpp_double_double,no,exact,160,100,-,-,-,-,-,-,-,148.1,-,-,-,-,-,-,-,no,-,-,-,-,-,-,-,-
IO,"to_string(brute-tiny, rand, scientific)",f128,"to_string(brute-tiny, rand, scientific)",io,primary,1000,boost::multiprecision::cpp_double_double,yes,0,154.431,48.2646,-,0,154.56,48.3,-,0,-0.0353857,249.6,547.225,2.19241,boost::multiprecision::cpp_double_double,-0.129018,0,-0.0353857,2.19241,yes,0,154.043,48.2345,-,0,0.0301398,317.525,1.27214
IO,"to_string(high-prec, 15, default)",f128,"to_string(high-prec, 15, default)",io,primary,1000,boost::multiprecision::cpp_double_double,yes,exact,160,100,-,exact,160,100,-,0,0,174.775,473.725,2.71048,boost::multiprecision::cpp_double_double,0,0,0,2.71048,no,-,-,-,-,-,-,-,-
IO,"to_string(high-prec, 15, fixed)",f128,"to_string(high-prec, 15, fixed)",io,primary,1000,boost::multiprecision::cpp_double_double,yes,exact,160,100,-,exact,160,100,-,0,0,98.025,415.675,4.2405,boost::multiprecision::cpp_double_double,0,0,0,4.2405,yes,exact,160,100,-,0,0,1333.05,13.5991
IO,"to_string(high-prec, 15, hexfloat)",f128,"to_string(high-prec, 15, hexfloat)",io,primary,1000,boost::multiprecision::cpp_double_double,no,exact,160,100,-,-,-,-,-,-,-,209.3,-,-,-,-,-,-,-,no,-,-,-,-,-,-,-,-
IO,"to_string(high-prec, 15, scientific)",f128,"to_string(high-prec, 15, scientific)",io,primary,1000,boost::multiprecision::cpp_double_double,yes,exact,160,100,-,exact,160,100,-,0,0,251.725,538.325,2.13854,qdpp (dd_real),0,0,0,1.30778,yes,exact,160,100,-,0,0,329.2,1.30778
IO,"to_string(high-prec, 31, default)",f128,"to_string(high-prec, 31, default)",io,primary,1000,boost::multiprecision::cpp_double_double,yes,101.543,159.596,99.1469,-,exact,160,100,-,-exact,-0.853116,197.025,583.875,2.96346,boost::multiprecision::cpp_double_double,-exact,-58.4575,-0.853116,2.96346,no,-,-,-,-,-,-,-,-
IO,"to_string(high-prec, 31, fixed)",f128,"to_string(high-prec, 31, fixed)",io,primary,1000,boost::multiprecision::cpp_double_double,yes,101.398,159.137,98.1488,-,exact,160,100,-,-exact,-1.85123,124.8,495.95,3.97396,boost::multiprecision::cpp_double_double,-exact,-58.6016,-1.85123,3.97396,yes,100.839,157.98,97.8608,-,0.559424,0.287994,1397.1,11.1947
IO,"to_string(high-prec, 31, hexfloat)",f128,"to_string(high-prec, 31, hexfloat)",io,primary,1000,boost::multiprecision::cpp_double_double,no,exact,160,100,-,-,-,-,-,-,-,216.75,-,-,-,-,-,-,-,no,-,-,-,-,-,-,-,-
IO,"to_string(high-prec, 31, scientific)",f128,"to_string(high-prec, 31, scientific)",io,primary,1000,boost::multiprecision::cpp_double_double,yes,exact,160,100,-,exact,160,100,-,0,0,744.075,629.4,0.845882,boost::multiprecision::cpp_double_double,0,0,0,0.845882,yes,103.615,153.094,99.1027,-,exact,0.897257,531.425,0.714209
IO,"to_string(high-prec, 7, default)",f128,"to_string(high-prec, 7, default)",io,primary,1000,boost::multiprecision::cpp_double_double,yes,exact,160,100,-,exact,160,100,-,0,0,138.325,386.075,2.79107,boost::multiprecision::cpp_double_double,0,0,0,2.79107,no,-,-,-,-,-,-,-,-
IO,"to_string(high-prec, 7, fixed)",f128,"to_string(high-prec, 7, fixed)",io,primary,1000,boost::multiprecision::cpp_double_double,yes,exact,160,100,-,exact,160,100,-,0,0,69.55,323.5,4.65133,boost::multiprecision::cpp_double_double,0,0,0,4.65133,yes,exact,160,100,-,0,0,1166.12,16.7667
IO,"to_string(high-prec, 7, hexfloat)",f128,"to_string(high-prec, 7, hexfloat)",io,primary,1000,boost::multiprecision::cpp_double_double,no,exact,160,100,-,-,-,-,-,-,-,209.975,-,-,-,-,-,-,-,no,-,-,-,-,-,-,-,-
IO,"to_string(high-prec, 7, scientific)",f128,"to_string(high-prec, 7, scientific)",io,primary,1000,boost::multiprecision::cpp_double_double,yes,exact,160,100,-,exact,160,100,-,0,0,158.4,401.825,2.53677,qdpp (dd_real),0,0,0,1.35259,yes,exact,160,100,-,0,0,214.25,1.35259
IO,"to_string(huge, 15, default)",f128,"to_string(huge, 15, default)",io,primary,1000,boost::multiprecision::cpp_double_double,yes,exact,160,100,-,exact,160,100,-,0,0,261.8,499.875,1.90938,boost::multiprecision::cpp_double_double,0,0,0,1.90938,no,-,-,-,-,-,-,-,-
IO,"to_string(huge, 15, fixed)",f128,"to_string(huge, 15, fixed)",io,primary,1000,boost::multiprecision::cpp_double_double,yes,exact,160,100,-,exact,160,100,-,0,0,156.025,514.225,3.29579,boost::multiprecision::cpp_double_double,0,0,0,3.29579,yes,105.079,109.404,99.7469,-,exact,0.253085,1412.6,9.05368
IO,"to_string(huge, 15, hexfloat)",f128,"to_string(huge, 15, hexfloat)",io,primary,1000,boost::multiprecision::cpp_double_double,no,exact,160,100,-,-,-,-,-,-,-,212.525,-,-,-,-,-,-,-,no,-,-,-,-,-,-,-,-
IO,"to_string(huge, 15, scientific)",f128,"to_string(huge, 15, scientific)",io,primary,1000,boost::multiprecision::cpp_double_double,yes,exact,160,100,-,exact,160,100,-,0,0,269.275,504.5,1.87355,qdpp (dd_real),0,0,0,1.37397,yes,exact,160,100,-,0,0,369.975,1.37397
IO,"to_string(huge, 31, default)",f128,"to_string(huge, 31, default)",io,primary,1000,boost::multiprecision::cpp_double_double,yes,exact,160,100,-,exact,160,100,-,0,0,205,457.875,2.23354,boost::multiprecision::cpp_double_double,0,0,0,2.23354,no,-,-,-,-,-,-,-,-
IO,"to_string(huge, 31, fixed)",f128,"to_string(huge, 31, fixed)",io,primary,1000,boost::multiprecision::cpp_double_double,yes,exact,160,100,-,exact,160,100,-,0,0,174.05,593.025,3.40721,boost::multiprecision::cpp_double_double,0,0,0,3.40721,yes,105.079,109.365,99.7469,-,exact,0.253085,1448.9,8.32462
IO,"to_string(huge, 31, hexfloat)",f128,"to_string(huge, 31, hexfloat)",io,primary,1000,boost::multiprecision::cpp_double_double,no,exact,160,100,-,-,-,-,-,-,-,209.475,-,-,-,-,-,-,-,no,-,-,-,-,-,-,-,-
IO,"to_string(huge, 31, scientific)",f128,"to_string(huge, 31, scientific)",io,primary,1000,boost::multiprecision::cpp_double_double,yes,exact,160,100,-,exact,160,100,-,0,0,249.9,510.475,2.04272,boost::multiprecision::cpp_double_double,0,0,0,2.04272,yes,103.194,151.677,98.9988,-,exact,1.00124,533.875,2.13635
IO,"to_string(huge, 7, default)",f128,"to_string(huge, 7, default)",io,primary,1000,boost::multiprecision::cpp_double_double,yes,exact,160,100,-,exact,160,100,-,0,0,164.9,410.5,2.48939,boost::multiprecision::cpp_double_double,0,0,0,2.48939,no,-,-,-,-,-,-,-,-
IO,"to_string(huge, 7, fixed)",f128,"to_string(huge, 7, fixed)",io,primary,1000,boost::multiprecision::cpp_double_double,yes,exact,160,100,-,exact,160,100,-,0,0,150.475,416.4,2.76724,boost::multiprecision::cpp_double_double,0,0,0,2.76724,yes,105.057,153.369,99.7733,-,exact,0.226736,1373.8,9.12976
IO,"to_string(huge, 7, hexfloat)",f128,"to_string(huge, 7, hexfloat)",io,primary,1000,boost::multiprecision::cpp_double_double,no,exact,160,100,-,-,-,-,-,-,-,213.775,-,-,-,-,-,-,-,no,-,-,-,-,-,-,-,-
IO,"to_string(huge, 7, scientific)",f128,"to_string(huge, 7, scientific)",io,primary,1000,boost::multiprecision::cpp_double_double,yes,exact,160,100,-,exact,160,100,-,0,0,178.775,413.75,2.31436,qdpp (dd_real),0,0,0,1.23717,yes,exact,160,100,-,0,0,221.175,1.23717
IO,"to_string(large-exp, 15, default)",f128,"to_string(large-exp, 15, default)",io,primary,1000,boost::multiprecision::cpp_double_double,yes,exact,160,100,-,exact,160,100,-,0,0,277.975,791.425,2.84711,boost::multiprecision::cpp_double_double,0,0,0,2.84711,no,-,-,-,-,-,-,-,-
IO,"to_string(large-exp, 15, fixed)",f128,"to_string(large-exp, 15, fixed)",io,primary,1000,boost::multiprecision::cpp_double_double,yes,exact,160,100,-,exact,160,100,-,0,0,548.35,1151.42,2.0998,boost::multiprecision::cpp_double_double,0,0,0,2.0998,no,-,-,-,-,-,-,-,-
IO,"to_string(large-exp, 15, hexfloat)",f128,"to_string(large-exp, 15, hexfloat)",io,primary,1000,boost::multiprecision::cpp_double_double,no,exact,160,100,-,-,-,-,-,-,-,212.3,-,-,-,-,-,-,-,no,-,-,-,-,-,-,-,-
IO,"to_string(large-exp, 15, scientific)",f128,"to_string(large-exp, 15, scientific)",io,primary,1000,boost::multiprecision::cpp_double_double,yes,exact,160,100,-,exact,160,100,-,0,0,290.925,854.4,2.93684,qdpp (dd_real),0,0,0,1.23855,yes,exact,160,100,-,0,0,360.325,1.23855
IO,"to_string(large-exp, 31, default)",f128,"to_string(large-exp, 31, default)",io,primary,1000,boost::multiprecision::cpp_double_double,yes,exact,160,100,-,exact,160,100,-,0,0,858.175,894.9,1.04279,boost::multiprecision::cpp_double_double,0,0,0,1.04279,no,-,-,-,-,-,-,-,-
IO,"to_string(large-exp, 31, fixed)",f128,"to_string(large-exp, 31, fixed)",io,primary,1000,boost::multiprecision::cpp_double_double,yes,exact,160,100,-,exact,160,100,-,0,0,630.5,1276.58,2.0247,boost::multiprecision::cpp_double_double,0,0,0,2.0247,no,-,-,-,-,-,-,-,-
IO,"to_string(large-exp, 31, hexfloat)",f128,"to_string(large-exp, 31, hexfloat)",io,primary,1000,boost::multiprecision::cpp_double_double,no,exact,160,100,-,-,-,-,-,-,-,204.925,-,-,-,-,-,-,-,no,-,-,-,-,-,-,-,-
IO,"to_string(large-exp, 31, scientific)",f128,"to_string(large-exp, 31, scientific)",io,primary,1000,boost::multiprecision::cpp_double_double,yes,exact,160,100,-,exact,160,100,-,0,0,904.7,908.25,1.00392,boost::multiprecision::cpp_double_double,0,0,0,1.00392,yes,102.855,104.703,97.534,-,exact,2.46595,548.25,0.606002
IO,"to_string(large-exp, 7, default)",f128,"to_string(large-exp, 7, default)",io,primary,1000,boost::multiprecision::cpp_double_double,yes,exact,160,100,-,exact,160,100,-,0,0,181.825,719.75,3.95848,boost::multiprecision::cpp_double_double,0,0,0,3.95848,no,-,-,-,-,-,-,-,-
IO,"to_string(large-exp, 7, fixed)",f128,"to_string(large-exp, 7, fixed)",io,primary,1000,boost::multiprecision::cpp_double_double,yes,exact,160,100,-,exact,160,100,-,0,0,519.375,1182.8,2.27735,boost::multiprecision::cpp_double_double,0,0,0,2.27735,no,-,-,-,-,-,-,-,-
IO,"to_string(large-exp, 7, hexfloat)",f128,"to_string(large-exp, 7, hexfloat)",io,primary,1000,boost::multiprecision::cpp_double_double,no,exact,160,100,-,-,-,-,-,-,-,206.575,-,-,-,-,-,-,-,no,-,-,-,-,-,-,-,-
IO,"to_string(large-exp, 7, scientific)",f128,"to_string(large-exp, 7, scientific)",io,primary,1000,boost::multiprecision::cpp_double_double,yes,exact,160,100,-,exact,160,100,-,0,0,194.35,725.55,3.73321,qdpp (dd_real),0,0,0,1.33548,yes,exact,160,100,-,0,0,259.55,1.33548
IO,"to_string(low-prec, 15, default)",f128,"to_string(low-prec, 15, default)",io,primary,1000,boost::multiprecision::cpp_double_double,yes,exact,160,100,-,exact,160,100,-,0,0,154.85,372.975,2.40862,boost::multiprecision::cpp_double_double,0,0,0,2.40862,no,-,-,-,-,-,-,-,-
IO,"to_string(low-prec, 15, fixed)",f128,"to_string(low-prec, 15, fixed)",io,primary,1000,boost::multiprecision::cpp_double_double,yes,exact,160,100,-,exact,160,100,-,0,0,96.1,324.1,3.37253,boost::multiprecision::cpp_double_double,0,0,0,3.37253,yes,exact,160,100,-,0,0,1319.45,13.73
IO,"to_string(low-prec, 15, hexfloat)",f128,"to_string(low-prec, 15, hexfloat)",io,primary,1000,boost::multiprecision::cpp_double_double,no,exact,160,100,-,-,-,-,-,-,-,139.3,-,-,-,-,-,-,-,no,-,-,-,-,-,-,-,-
IO,"to_string(low-prec, 15, scientific)",f128,"to_string(low-prec, 15, scientific)",io,primary,1000,boost::multiprecision::cpp_double_double,yes,exact,160,100,-,exact,160,100,-,0,0,267.375,491.4,1.83787,qdpp (dd_real),0,0,0,1.18158,yes,exact,160,100,-,0,0,315.925,1.18158
IO,"to_string(low-prec, 31, default)",f128,"to_string(low-prec, 31, default)",io,primary,1000,boost::multiprecision::cpp_double_double,yes,exact,160,100,-,exact,160,100,-,0,0,161.2,528.075,3.2759,boost::multiprecision::cpp_double_double,0,0,0,3.2759,no,-,-,-,-,-,-,-,-
IO,"to_string(low-prec, 31, fixed)",f128,"to_string(low-prec, 31, fixed)",io,primary,1000,boost::multiprecision::cpp_double_double,yes,exact,160,100,-,exact,160,100,-,0,0,110.175,378.575,3.43612,boost::multiprecision::cpp_double_double,0,0,0,3.43612,yes,107.914,147.855,100,-,exact,0,1429.15,12.9716
IO,"to_string(low-prec, 31, hexfloat)",f128,"to_string(low-prec, 31, hexfloat)",io,primary,1000,boost::multiprecision::cpp_double_double,no,exact,160,100,-,-,-,-,-,-,-,138.425,-,-,-,-,-,-,-,no,-,-,-,-,-,-,-,-
IO,"to_string(low-prec, 31, scientific)",f128,"to_string(low-prec, 31, scientific)",io,primary,1000,boost::multiprecision::cpp_double_double,yes,exact,160,100,-,exact,160,100,-,0,0,639.95,575,0.898508,boost::multiprecision::cpp_double_double,0,0,0,0.898508,yes,103.777,154.942,99.2628,-,exact,0.737227,594.35,0.928744
IO,"to_string(low-prec, 7, default)",f128,"to_string(low-prec, 7, default)",io,primary,1000,boost::multiprecision::cpp_double_double,yes,exact,160,100,-,exact,160,100,-,0,0,128.3,326.975,2.54852,boost::multiprecision::cpp_double_double,0,0,0,2.54852,no,-,-,-,-,-,-,-,-
IO,"to_string(low-prec, 7, fixed)",f128,"to_string(low-prec, 7, fixed)",io,primary,1000,boost::multiprecision::cpp_double_double,yes,exact,160,100,-,exact,160,100,-,0,0,68.225,202.325,2.96556,boost::multiprecision::cpp_double_double,0,0,0,2.96556,yes,exact,160,100,-,0,0,1251.25,18.3401
IO,"to_string(low-prec, 7, hexfloat)",f128,"to_string(low-prec, 7, hexfloat)",io,primary,1000,boost::multiprecision::cpp_double_double,no,exact,160,100,-,-,-,-,-,-,-,136.3,-,-,-,-,-,-,-,no,-,-,-,-,-,-,-,-
IO,"to_string(low-prec, 7, scientific)",f128,"to_string(low-prec, 7, scientific)",io,primary,1000,boost::multiprecision::cpp_double_double,yes,exact,160,100,-,exact,160,100,-,0,0,153.5,351.6,2.29055,qdpp (dd_real),0,0,0,1.33094,yes,exact,160,100,-,0,0,204.3,1.33094
IO,"to_string(small-exp, 15, default)",f128,"to_string(small-exp, 15, default)",io,primary,1000,boost::multiprecision::cpp_double_double,yes,exact,160,100,-,exact,160,100,-,0,0,269.55,984.15,3.65109,boost::multiprecision::cpp_double_double,0,0,0,3.65109,no,-,-,-,-,-,-,-,-
IO,"to_string(small-exp, 15, fixed)",f128,"to_string(small-exp, 15, fixed)",io,primary,1000,boost::multiprecision::cpp_double_double,yes,exact,160,100,-,exact,160,100,-,0,0,81.25,295.125,3.63231,boost::multiprecision::cpp_double_double,0,0,0,3.63231,yes,exact,160,100,-,0,0,397.75,4.89538
IO,"to_string(small-exp, 15, hexfloat)",f128,"to_string(small-exp, 15, hexfloat)",io,primary,1000,boost::multiprecision::cpp_double_double,no,exact,160,100,-,-,-,-,-,-,-,205.45,-,-,-,-,-,-,-,no,-,-,-,-,-,-,-,-
IO,"to_string(small-exp, 15, scientific)",f128,"to_string(small-exp, 15, scientific)",io,primary,1000,boost::multiprecision::cpp_double_double,yes,exact,160,100,-,exact,160,100,-,0,0,277.8,999.2,3.59683,qdpp (dd_real),0,0,0,1.35547,yes,exact,160,100,-,0,0,376.55,1.35547
IO,"to_string(small-exp, 31, default)",f128,"to_string(small-exp, 31, default)",io,primary,1000,boost::multiprecision::cpp_double_double,yes,exact,160,100,-,exact,160,100,-,0,0,980.125,1162.85,1.18643,boost::multiprecision::cpp_double_double,0,0,0,1.18643,no,-,-,-,-,-,-,-,-
IO,"to_string(small-exp, 31, fixed)",f128,"to_string(small-exp, 31, fixed)",io,primary,1000,boost::multiprecision::cpp_double_double,yes,exact,160,100,-,exact,160,100,-,0,0,99.05,337.225,3.40459,boost::multiprecision::cpp_double_double,0,0,0,3.40459,yes,exact,160,100,-,0,0,438.075,4.42277
IO,"to_string(small-exp, 31, hexfloat)",f128,"to_string(small-exp, 31, hexfloat)",io,primary,1000,boost::multiprecision::cpp_double_double,no,exact,160,100,-,-,-,-,-,-,-,224.525,-,-,-,-,-,-,-,no,-,-,-,-,-,-,-,-
